DayOfWeek,CallDate,Calls Inbound,Calls Outbound,Calls Inbound Handled,Calls Outbound Handled,Calls Self-Served,Calls Presented,Calls Abandoned,Handle Time - Inbound Average,Handle Time - Outbound Average,Avg.Wait Time,Avg. Wait Time - Abandoned,Avg. Speed To Answer,Avg. Speed To Answer With Transfer
Friday,8/12/2016,6359,1860,3700,1294,2568,3737,37,22.57978649,3.95028594,0.27525288,0.14243243,0.27658108,0.33887568
Saturday,8/13/2016,508,0,0,0,14,0,0,,,,,,
Sunday,8/14/2016,155,0,0,0,5,0,0,,,,,,
Monday,8/15/2016,9261,2970,5472,2127,3661,5535,64,22.68891428,3.30248707,0.27188979,0.30515625,0.27150064,0.33641199
Tuesday,8/16/2016,7278,1975,4513,1387,2663,4560,47,22.06005983,4.2898558,0.2735227,0.23673913,0.27389763,0.35042544
Wednesday,8/17/2016,6296,3376,3848,2378,2368,3883,35,22.09503119,3.62358284,0.27684102,0.19514286,0.2775845,0.34976079
Thursday,8/18/2016,6252,1863,3742,1348,2424,3790,48,21.96319615,3.9379451,0.27505013,0.10770833,0.27719669,0.35343132
Friday,8/19/2016,5928,1893,3493,1334,2347,3527,33,22.195929,4.26586957,0.32327376,0.20875,0.32432293,0.40052104
Saturday,8/20/2016,449,0,0,0,5,0,0,,,,,,
Sunday,8/21/2016,179,0,0,0,3,0,0,,,,,,
Monday,8/22/2016,8672,1442,5255,1040,3300,5308,54,22.39361629,5.27411538,0.27595328,0.33111111,0.27538637,0.34066426
Tuesday,8/23/2016,6703,2163,3963,1610,2640,4000,37,21.89549079,4.47104969,0.2602625,0.14486486,0.26133989,0.32637396
Wednesday,8/24/2016,7314,9630,4438,7005,2775,4485,47,21.44437134,4.58611563,0.26785284,0.30340426,0.26747634,0.32943443
Thursday,8/25/2016,7295,6422,4505,4450,2665,4563,58,21.53182686,4.29431011,0.25411133,0.13206897,0.25568257,0.31407325
Friday,8/26/2016,6484,2953,3990,2171,2419,4030,40,22.81704511,4.59684477,0.26568238,0.2355,0.26598496,0.33653885
Saturday,8/27/2016,467,0,0,0,8,0,0,,,,,,
Sunday,8/28/2016,200,0,0,0,5,0,0,,,,,,
Monday,8/29/2016,9817,4666,6356,3376,3325,6424,69,21.62769158,3.79688389,0.26043587,0.1657971,0.26146341,0.32461054
Tuesday,8/30/2016,7862,6848,5161,5032,2604,5209,48,21.47131951,3.89735493,0.26334037,0.09708333,0.26488665,0.33102693
Wednesday,8/31/2016,7522,9459,5001,6712,2405,5057,56,21.82424915,3.73123659,0.2588333,0.12196429,0.26036593,0.31842432
Thursday,9/1/2016,7795,8364,4880,5937,2815,4927,47,20.84359836,3.6089776,0.26922874,0.15319149,0.27034631,0.32621721
Friday,9/2/2016,6764,5641,4380,3988,2284,4443,63,22.02690868,3.77491474,0.28392077,0.15190476,0.28581963,0.34760502
Saturday,9/3/2016,415,0,0,0,7,0,0,,,,,,
Sunday,9/4/2016,108,0,0,0,7,0,0,,,,,,
Monday,9/5/2016,529,0,0,0,4,0,0,,,,,,
Tuesday,9/6/2016,10035,8233,6582,5841,3303,6651,69,21.83145245,4.74283684,0.27861053,0.36391304,0.27771615,0.33935724
Wednesday,9/7/2016,8174,7502,5192,5421,2874,5252,62,21.86514451,5.15012175,0.32628952,0.26758065,0.32699113,0.39751349
Thursday,9/8/2016,8060,10174,5383,7187,2548,5449,69,21.42574349,3.94629331,0.31598421,0.23449275,0.31702994,0.38363214
Friday,9/9/2016,7890,8115,4947,5738,2822,5017,71,21.89011929,3.8155176,0.32928215,0.18338028,0.33137743,0.40018811
Saturday,9/10/2016,628,0,0,0,14,0,0,,,,,,
Sunday,9/11/2016,176,0,0,0,9,0,0,,,,,,
Monday,9/12/2016,10842,7110,7053,5002,3616,7148,101,21.52678587,3.58160936,0.34696991,0.51287129,0.34459114,0.40951306
Tuesday,9/13/2016,8623,9245,5828,6543,2696,5875,48,21.27465248,3.35443986,0.26501192,0.17416667,0.26576065,0.32467376
Wednesday,9/14/2016,8052,7324,5331,5010,2611,5386,56,20.5277561,3.56958683,0.26258076,0.18553571,0.26339024,0.32237711
Thursday,9/15/2016,18598,6313,5134,4381,3043,15490,9968,20.85537892,3.3224515,6.69767125,9.80424759,0.28325214,0.34105807
Friday,9/16/2016,9036,6656,5599,4449,3317,5667,68,20.8603072,3.44036188,0.25867655,0.17573529,0.25968387,0.31492945
Saturday,9/17/2016,766,1,0,0,8,0,0,,,,,,
Sunday,9/18/2016,235,0,0,0,6,0,0,,,,,,
Monday,9/19/2016,12867,8658,7705,5826,5001,7790,85,21.48204413,3.36725197,0.2457009,0.10176471,0.24728877,0.29518365
Tuesday,9/20/2016,9563,7394,5707,5407,3626,5879,168,20.68509725,4.05096357,0.42243623,0.21134615,0.24043631,0.30563869
Wednesday,9/21/2016,9279,8336,5708,5828,3425,5791,84,20.36452252,3.87733871,0.23934726,0.22357143,0.23957946,0.30226213
Thursday,9/22/2016,8611,6758,5241,4684,3264,5287,46,20.58872734,3.70822161,0.22709098,0.15434783,0.22772944,0.28093303
Friday,9/23/2016,16555,10998,5844,7666,3584,12891,6004,20.22342745,3.6337438,24.21584284,38.83027149,0.2552447,0.29594285
Saturday,9/24/2016,819,0,0,0,12,0,0,,,,,,
Sunday,9/25/2016,245,0,0,0,7,0,0,,,,,,
Monday,9/26/2016,38388,15979,13152,11123,7819,30496,17349,13.81454628,3.83005844,6.09799154,8.61243242,2.77989351,2.82376816
Tuesday,9/27/2016,11979,11478,7519,7807,4319,7580,61,19.17552068,3.74520558,0.23151451,0.20196721,0.23175422,0.27626679
Wednesday,9/28/2016,9703,10401,6235,7125,3319,6303,68,19.08460946,3.55817263,0.25058385,0.28632353,0.25019407,0.34208821
Thursday,9/29/2016,9873,9992,6316,6677,3410,6402,85,19.31108296,3.07525386,0.23669114,0.18352941,0.23740659,0.29837714
Friday,9/30/2016,9771,7000,6416,4761,3220,6470,54,20.34851933,2.96819156,0.27338949,0.45481481,0.27186253,0.33157731
Saturday,10/1/2016,960,3,0,1,10,0,0,,0.4,,,,
Sunday,10/2/2016,314,0,0,0,3,0,0,,,,,,
Monday,10/3/2016,17366,3584,12111,2433,5008,12238,128,30.33435508,5.32346075,0.39459716,1.10226562,0.38711726,0.4987341
Tuesday,10/4/2016,13962,6964,10035,4876,3776,10121,86,33.8824584,3.99699959,0.2900741,0.28197674,0.2901435,0.39241555
Wednesday,10/5/2016,13648,6867,9932,4897,3543,10025,93,35.13044503,5.36854196,0.2943601,0.60430108,0.29145791,0.39657471
Thursday,10/6/2016,13753,6913,9786,4824,3804,9862,76,35.03028101,4.64807007,0.26925776,0.32855263,0.26879726,0.35536992
Friday,10/7/2016,45027,5732,10622,3914,7450,33449,22690,31.7693133,4.54084057,10.13375497,13.94969546,1.89470328,1.99562076
Saturday,10/8/2016,8736,604,1814,444,2162,6073,4258,55.64333517,2.24074324,7.33186399,9.64406294,1.90662624,2.68124035
Sunday,10/9/2016,396,0,0,0,6,0,0,,,,,,
Monday,10/10/2016,17949,7915,10862,5660,6781,11064,202,32.57405542,2.30272792,0.24968908,0.16029703,0.2513515,0.34308875
Tuesday,10/11/2016,15003,6833,10911,4998,3910,10990,80,33.76027406,4.60563225,0.27092357,0.488125,0.26933089,0.37733181
Wednesday,10/12/2016,14745,4394,10873,3081,3686,10961,88,34.27606548,5.2112853,0.25465195,0.32693182,0.25406695,0.35560287
Thursday,10/13/2016,14614,6583,10559,4815,3894,10639,80,33.44865707,4.08964901,0.25570636,0.310625,0.25529027,0.3506923
Friday,10/14/2016,14390,4781,10590,3284,3647,10657,67,33.9362153,4.29284714,0.26087548,0.5058209,0.25932578,0.37698017
Saturday,10/15/2016,4467,1111,2201,738,335,2218,17,64.60028169,6.30783198,0.33442741,0.79647059,0.3308587,0.52629714
Sunday,10/16/2016,486,0,0,0,8,0,0,,,,,,
Monday,10/17/2016,27321,4422,20439,3220,6007,21060,622,33.78069681,6.42352484,1.05184948,2.04993569,1.01963447,4.12330153
Tuesday,10/18/2016,22113,4613,16406,3192,5373,16613,207,34.82074241,6.15184524,0.43722627,1.48657005,0.42398635,1.09931428
Wednesday,10/19/2016,19782,4367,15108,3092,4438,15248,141,36.42351691,5.58755498,0.39427335,0.99070922,0.38870656,1.00580062
Thursday,10/20/2016,19362,3620,14557,2614,4542,14708,152,36.67260168,6.36532517,0.32285355,0.73868421,0.31851127,0.75719841
Friday,10/21/2016,18857,3467,14027,2465,4558,14205,179,36.3,6.39231237,0.39097219,1.09307263,0.38201198,0.89877727
Saturday,10/22/2016,4154,1719,3225,1089,727,3249,24,53.71750698,6.03338843,0.24658664,0.33708333,0.24591318,0.4148062
Sunday,10/23/2016,471,0,0,0,6,0,0,,,,,,
Monday,10/24/2016,24620,5380,18342,3870,6012,18465,123,32.78966907,6.2015969,0.27979204,0.37715447,0.27913913,0.5960446
Tuesday,10/25/2016,20478,5012,16769,3556,3481,16894,126,34.06948652,5.82678853,0.27920268,0.43547619,0.27802839,0.56283099
Wednesday,10/26/2016,19039,5051,15491,3494,3337,15597,106,35.34551675,5.45929021,0.27883696,0.68188679,0.27607901,0.47384223
Thursday,10/27/2016,18936,4758,15464,3273,3269,15564,101,35.6781543,5.70142377,0.26508288,0.42326733,0.26404967,0.51687771
Friday,10/28/2016,17779,3686,14380,2645,3199,14507,127,36.21269263,6.51874858,0.27074723,0.6403937,0.26748261,0.60530737
Saturday,10/29/2016,3389,1058,2636,630,478,2667,31,54.92259105,5.42363492,0.44614923,0.68322581,0.44336115,0.85935888
Sunday,10/30/2016,459,0,0,0,11,0,0,,,,,,
Monday,10/31/2016,21971,6407,17749,4380,3991,17875,126,32.16299341,4.97384247,0.26616056,0.48753968,0.26458899,0.56269705
Tuesday,11/1/2016,21586,5532,16848,3767,4246,17182,334,34.64545525,6.34115477,0.48584623,1.39185629,0.46788521,1.14207858
Wednesday,11/2/2016,19914,5229,15780,3720,3796,15995,215,36.69122243,6.62221774,0.4984689,1.29334884,0.48763878,1.03942015
Thursday,11/3/2016,20482,5625,16306,3958,3891,16479,174,36.95418583,6.71971703,0.43183992,1.47235632,0.42073597,0.93841276
Friday,11/4/2016,19885,4907,15896,3257,3671,16085,189,36.69421867,7.74692355,0.48642835,1.55359788,0.47373993,1.22261575
Saturday,11/5/2016,3239,1272,2343,813,564,2375,32,47.04537345,5.70643296,0.53011368,1.2240625,0.52063594,1.01854033
Sunday,11/6/2016,470,0,0,0,17,0,0,,,,,,
Monday,11/7/2016,25412,5354,19937,3747,4792,20420,431,33.24621056,7.66815586,0.88068462,1.99192575,0.72337914,1.97391383
Tuesday,11/8/2016,18478,5949,14584,4126,3629,14757,173,34.91800398,6.81578284,0.45640848,1.83369942,0.44007063,0.85818911
Wednesday,11/9/2016,18620,5160,14849,3550,3434,15058,210,36.18031721,7.39390141,0.49257338,2.33061905,0.46657732,1.04578529
Thursday,11/10/2016,21448,4624,16591,3232,4465,16849,259,35.92567089,8.14168626,0.52978812,1.50173745,0.51461423,1.22000422
Friday,11/11/2016,17048,4564,13677,3235,3047,13870,194,37.93016672,7.31429366,0.50699567,1.24556701,0.49651872,1.1803561
Saturday,11/12/2016,3006,1455,2270,967,504,2306,36,48.35599559,5.04642192,0.6437294,1.92222222,0.62345374,1.54320705
Sunday,11/13/2016,473,0,0,0,13,0,0,,,,,,
Monday,11/14/2016,26666,4664,20930,3444,5078,21413,484,33.28932247,7.98894019,0.83221828,2.36080579,0.79686846,2.57816523
Tuesday,11/15/2016,23068,5068,18229,3789,4341,18574,347,33.88660723,7.80984165,0.6830715,1.91587896,0.65960169,1.87244911
Wednesday,11/16/2016,20963,4514,16684,3353,3924,16903,219,34.13438384,7.57087683,0.49902739,1.56305936,0.48506054,1.19505634
Thursday,11/17/2016,20085,7279,15752,5176,3991,15963,212,33.24675068,5.59794629,0.47145712,1.39679245,0.4590026,1.09117135
Friday,11/18/2016,19870,4711,15562,3346,3913,15791,231,33.7643329,7.13608488,0.48662339,2.26069264,0.46028599,1.18755977
Saturday,11/19/2016,3179,1135,2235,863,648,2318,83,36.46313199,6.37593279,1.30468939,3.09795181,1.23809396,4.2001566
Sunday,11/20/2016,576,1,0,1,17,0,0,,0.75,,,,
Monday,11/21/2016,26827,4901,20887,3536,5382,21225,338,30.97768133,8.05370475,0.61332768,1.61636095,0.59709628,1.32496385
Tuesday,11/22/2016,20133,5782,15852,4146,4051,15968,116,31.76503533,6.6711891,0.27960421,0.55267241,0.27760598,0.47384746
Wednesday,11/23/2016,16055,8090,12221,5218,3627,12345,124,28.988199,4.36116903,0.25627299,0.34104839,0.25541281,0.41134195
Thursday,11/24/2016,240,0,0,0,10,0,0,,,,,,
Friday,11/25/2016,12735,5585,9620,3631,2928,9715,95,31.56457173,5.17580556,0.24896346,0.45757895,0.24690333,0.39733472
Saturday,11/26/2016,2934,2784,2023,1962,705,2044,21,30.94937716,3.27694699,0.24105186,0.61857143,0.23713297,0.46453287
Sunday,11/27/2016,695,0,0,0,11,0,0,,,,,,
Monday,11/28/2016,34102,5284,23827,3657,8636,25184,1349,28.86138247,7.70647252,1.58851049,1.80986657,1.57550239,2.84107452
Tuesday,11/29/2016,27800,5810,20855,3759,6416,21204,350,29.10410904,7.48560521,0.48365686,1.24225714,0.470925,1.31392491
Wednesday,11/30/2016,25940,5683,19866,3891,5670,20117,251,28.75583661,7.11084297,0.35756127,0.71494024,0.35304591,0.90886741
Thursday,12/1/2016,27529,6762,20742,4773,6217,21100,359,28.74763078,5.89748376,0.46872832,1.19169916,0.45621341,3.21153286
Friday,12/2/2016,28593,6234,21250,4362,6109,22255,1005,29.84897741,6.47098349,1.3171539,1.7000796,1.29904376,5.33597929
Saturday,12/3/2016,4589,977,3210,709,918,3305,95,33.23078505,6.52812412,0.80301362,1.25484211,0.78964174,1.95035202
Sunday,12/4/2016,1052,0,0,0,19,0,0,,,,,,
Monday,12/5/2016,39305,7868,25780,5184,9221,29608,3817,30.23589573,5.66416088,4.7966963,3.53146527,4.9813765,12.59665308
Tuesday,12/6/2016,31677,7646,24316,5242,6451,24734,419,29.16112317,5.8870393,0.60614094,1.59575179,0.58908781,2.92968127
Wednesday,12/7/2016,24549,8501,18623,5808,5386,18775,156,27.57442666,4.85882059,0.24774008,0.38314103,0.24660562,0.55789624
Thursday,12/8/2016,11868,4189,8422,3008,3304,8473,52,22.66713573,6.32942819,0.23313466,0.18384615,0.23343902,0.31178957
Friday,12/9/2016,12845,5602,8887,3844,3802,8935,48,22.45997862,4.90673257,0.22787577,0.14104167,0.22834477,0.29789918
Saturday,12/10/2016,1437,0,0,0,20,0,0,,,,,,
Sunday,12/11/2016,304,0,0,0,8,0,0,,,,,,
Monday,12/12/2016,18238,8274,12715,5778,5305,12785,70,22.53208494,3.90913638,0.23894329,0.24585714,0.23890523,0.32841604
Tuesday,12/13/2016,15815,11779,11037,8269,4583,11109,73,21.92377582,3.71632241,0.25653794,0.5169863,0.25481515,0.40456325
Wednesday,12/14/2016,14080,11577,9786,7867,4063,9890,104,21.69195075,3.21753782,0.32291405,1.09096154,0.31475169,0.66478132
Thursday,12/15/2016,14894,7097,9384,4703,4361,10412,1029,21.76649899,3.81610036,2.74439973,3.1350826,2.70155494,2.93201428
Friday,12/16/2016,12533,3770,7817,2491,3869,8558,741,21.26709607,3.87272581,2.50259173,2.70302294,2.48359217,2.70710759
Saturday,12/17/2016,1329,0,0,0,18,0,0,,,,,,
Sunday,12/18/2016,363,0,0,0,9,0,0,,,,,,
Monday,12/19/2016,18115,10749,12487,7322,5428,12535,48,20.46293105,3.07417236,0.21629757,0.19104167,0.21639465,0.27091775
Tuesday,12/20/2016,14294,10071,9653,6681,4468,9719,66,19.83291619,2.86703488,0.22240971,0.11515152,0.22314306,0.27468455
Wednesday,12/21/2016,12959,7785,8584,5218,4221,8637,53,19.85563723,3.23885397,0.21957393,0.10867925,0.22025862,0.26781687
Thursday,12/22/2016,12470,8677,8300,5691,4023,8352,52,19.00247711,2.64229837,0.23049689,0.18884615,0.23075783,0.28598072
Friday,12/23/2016,10176,5215,6756,3413,3284,6791,35,19.22094731,3.64406387,0.22280813,0.10171429,0.22343546,0.27833333
Saturday,12/24/2016,743,0,0,0,12,0,0,,,,,,
Sunday,12/25/2016,86,0,0,0,8,0,0,,,,,,
Monday,12/26/2016,4880,0,0,0,42,0,0,,,,,,
Tuesday,12/27/2016,18838,11050,13119,7489,5429,13274,155,21.46908377,2.93018561,0.30815429,0.56529032,0.30511624,0.36578169
Wednesday,12/28/2016,17814,10660,12599,6937,5034,12665,66,20.124444,2.92426553,0.24563758,0.20666667,0.24584173,0.30055004
Thursday,12/29/2016,18284,8281,12550,5352,5542,12635,85,20.52198088,3.37306801,0.29914207,0.69070588,0.29649004,0.36676414
Friday,12/30/2016,16702,5912,10985,3617,4922,11662,678,20.93629734,3.60693945,1.20873864,1.86998525,1.16792243,1.41607611
